Actor Type,Actor Type (group),Attack Context,Attack Context (group),Calculation2,Calculation2 - Split 2,City,Country,Country Code,Day Of Dateclean,Details,Incident Id,Lat,Location,Long,Means Of Attack,Means Of Attack (group),Region,Gender Female,Gender Male,Gender Unknown,Latitude,Longitude,Total Affected,Total Internationals,Total Kidnapped,Total Killed,Total Nationals,Total Wounded
Unknown,Unknown,Raid,Raid,23.864988 13.114815),13.114815),Nertiti,Sudan,SD,12/17/2013,Two INGO staff members were severely beaten by six masked men attempting to rob their guest house.,1678,23.864988,POINT(23.864988 13.114815),13.114815,Bodily assault,Bodily assault,Central Darfur,0,2,0,13.114815,23.864988,2,0,0,0,2,2
Unknown,Unknown,Unknown,Other,22.961818 11.123514),11.123514),Um Dukhum (near),Sudan,SD,6/4/2013,One national INGO staff member was killed due to fighting between two tribal groups.,1679,22.961818,POINT(22.961818 11.123514),11.123514,Bodily assault,Bodily assault,Central Darfur,0,1,0,11.123514,22.961818,1,0,0,1,1,0
Unknown,Unknown,Individual attack,Individual attack,-89.218216 13.692667),13.692667),,El Salvador,SV,9/7/2013,One international consultant was shot and killed as he was withdrawing money from a bank.,1680,-89.218216,POINT(-89.218216 13.692667),13.692667,Shooting,Shooting,,0,1,0,13.692667,-89.218216,1,1,0,1,0,0
Aid recipient,Aid recipient,Mob violence,Other,72.50237 34.45993),34.45993),"Chaman, Roghani Camp",Pakistan,PK,12/1/2001,1 INGO national staff stoned and beaten in dispute over filling a water bladder at Rhogani Camp.,164,72.50237,POINT(72.50237 34.45993),34.45993,Bodily assault,Bodily assault,Khyber Pakhtunkhwa,0,0,1,34.45993,72.50237,1,0,0,0,1,1
Non-state armed group: National,Non-state armed group,Individual attack,Individual attack,28.308152 8.997438),8.997438),Wunrock,South Sudan,SS,4/13/2014,"One UN staff member was assaulted by an SPLA officer in Wunrock. The staff sustained serious injuries and was taken to a clinic, where the perpetrator threatened the doctor not to treat the victim.",1682,28.308152,POINT(28.308152 8.997438),8.997438,Bodily assault,Bodily assault,Warrap,0,0,1,8.997438,28.308152,1,0,0,0,1,1
Non-state armed group: Subnational,Non-state armed group,Ambush,Ambush,34.095 7.18),7.18),,South Sudan,SS,5/15/2013,"One national INGO staff member was injured when Murule tribesmen attacked an aid convoy. The convoy was traveling with a local leader, who was the target of the attack.",1683,34.095,POINT(34.095 7.18),7.18,Shooting,Shooting,Jonglei,0,1,0,7.18,34.095,1,0,0,0,1,1
Unknown,Unknown,Individual attack,Individual attack,36.160299 36.202809),36.202809),Antakya,Turkey,TR,3/22/2013,An INGO staff member was walking when he was stabbed in the back by three men.,1684,36.160299,POINT(36.160299 36.202809),36.202809,Bodily assault,Bodily assault,Hatay,0,1,0,36.202809,36.160299,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Ambush,Ambush,23.142216 12.365248),12.365248),Garsila,Sudan,SD,5/2/2013,Two INGO staff members were injured (one shot and one severely beaten) when their aid convoy was attacked by seven armed men.,1685,23.142216,POINT(23.142216 12.365248),12.365248,Shooting,Shooting,Central Darfur,0,2,0,12.365248,23.142216,2,0,0,0,2,2
Non-state armed group: National,Non-state armed group,Individual attack,Individual attack,33.809694 9.939815),9.939815),,South Sudan,SS,6/7/2013,Three INGO staff members were tied up and beaten by drunk SPLA members for refusing to pay a bribe.,1686,33.809694,POINT(33.809694 9.939815),9.939815,Bodily assault,Bodily assault,Upper Nile,0,3,0,9.939815,33.809694,3,0,0,0,3,3
Non-state armed group: National,Non-state armed group,Ambush,Ambush,20.683388 5.766534),5.766534),Bambari,Central African Republic,CF,7/4/2013,One INGO staff member was beaten by Seleka members at a checkpoint.,1687,20.683388,POINT(20.683388 5.766534),5.766534,Bodily assault,Bodily assault,Ouaka,1,0,0,5.766534,20.683388,1,0,0,0,1,1
Aid recipient,Aid recipient,Mob violence,Other,47.366652 10.616478),10.616478),Erigavo,Somalia,SO,9/22/2013,"One INGO staff member was attacked by refugees, who were upset about the lack of food. The staff member sufferred a broken nose.",1688,47.366652,POINT(47.366652 10.616478),10.616478,Bodily assault,Bodily assault,Sanaag,0,1,0,10.616478,47.366652,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Individual attack,Individual attack,41.664859 4.482944),4.482944),Bokolmayo,Ethiopia,ET,10/29/2013,One INGO staff member was abducted and very severely beaten by three armed militia men. The attack may be related to tribal politics.,1689,41.664859,POINT(41.664859 4.482944),4.482944,Bodily assault,Bodily assault,Liban,0,1,0,4.482944,41.664859,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Unknown,Other,68.524715 32.264539),32.264539),,Afghanistan,AF,10/21/2013,Three INGO staff members were injured by flying glass after an IED detonation.,1690,68.524715,POINT(68.524715 32.264539),32.264539,Unknown,Other,Paktia,0,3,0,32.264539,68.524715,3,0,0,0,3,3
Unknown,Unknown,Ambush,Ambush,23.142106 12.365346),12.365346),Garsila,Sudan,SD,11/24/2013,One INGO staffer was shot during a carjacking.,1691,23.142106,POINT(23.142106 12.365346),12.365346,Shooting,Shooting,Central Darfur,0,1,0,12.365346,23.142106,1,0,0,0,1,1
Unknown,Unknown,Unknown,Other,,,,,,1/1/2001,"2 ICRC international staff wounded, 2 national staff wounded sometime during year.",165,,,,Unknown,Other,,0,0,4,,,4,2,0,0,2,4
Non-state armed group: Unknown,Non-state armed group,Individual attack,Individual attack,13.19014 32.879813),32.879813),Tripoli,Libyan Arab Jamahiriya,LY,11/19/2013,"One INGO staff member was kidnapped for a few days, beaten, and extorted of money by militiamen.",1692,13.19014,POINT(13.19014 32.879813),32.879813,Kidnapping,Kidnapping,West,0,1,0,32.879813,13.19014,1,1,0,0,0,1
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,36.30675 33.510823),33.510823),Damascus,Syrian Arab Republic,SY,11/6/2013,One INGO staffer was injured when a mortar landed inside the INGO project site; the staff received shrapnel to the chest.,1693,36.30675,POINT(36.30675 33.510823),33.510823,Shelling,Explosives,Damascus,0,1,0,33.510823,36.30675,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Ambush,Ambush,71.09726 34.846628),34.846628),,Afghanistan,AF,12/14/2013,One INGO contracted driver was killed when his vehicle hit an IED.,1694,71.09726,POINT(71.09726 34.846628),34.846628,Roadside IED,Explosives,Konar,0,1,0,34.846628,71.09726,1,0,0,1,1,0
Unknown,Unknown,Raid,Raid,31.550046 6.219893),6.219893),Bor,South Sudan,SS,4/17/2014,Two INGO staff members were killed during an attack on a UN base in Bor.,1695,31.550046,POINT(31.550046 6.219893),6.219893,Unknown,Other,Jonglei,1,1,0,6.219893,31.550046,2,0,0,2,2,0
Police or paramilitary,Police or paramilitary,Individual attack,Individual attack,69.114812 34.470552),34.470552),Kabul,Afghanistan,AF,4/24/2014,"One American doctor was shot and killed by a member of the Afghan police assigned to protect the hospital. Two other American doctors, who were guests at the hospital and not affiliated with the INGO, were also killed. A fourth American doctor (also a guest) was wounded.",1697,69.114812,POINT(69.114812 34.470552),34.470552,Shooting,Shooting,Kabul,0,1,0,34.470552,69.114812,1,1,0,1,0,0
Non-state armed group: National,Non-state armed group,Raid,Raid,16.933402 7.099979),7.099979),Boguila,Central African Republic,CF,4/26/2014,"Three INGO staff members were killed by armed ex-Seleka members during a meeting with community leaders to discuss medical care and access. The ex-Seleka proceeded to rob the office. Fifteen other individuals, all local chiefs, were killed as well.",1698,16.933402,POINT(16.933402 7.099979),7.099979,Shooting,Shooting,Ouham-Pende,0,0,3,7.099979,16.933402,3,0,0,3,3,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,33.541698 33.541698),33.541698),"Sidon, Mieh Mieh Camp",Lebanon,LB,4/7/2014,One aid worker was killed during clashes at a Palestinian camp in southern Lebanon.,1699,33.541698,POINT(33.541698 33.541698),33.541698,Shooting,Shooting,South,0,1,0,33.541698,33.541698,1,0,0,1,1,0
Non-state armed group: Regional,Non-state armed group,Ambush,Ambush,40.371461 0.005417),0.005417),Hagadera refugee camp,Kenya,KE,4/23/2014,"One UN staff member was shot and wounded by two armed men during an attempted carjacking; he has been hospitalized and is in stable condition. A passenger was also present but managed to flee. The armed men are suspected to be affiliated with Al-Shabaab, but the investigation is still ongoing.",1700,40.371461,POINT(40.371461 0.005417),0.005417,Shooting,Shooting,North Eastern,0,1,0,0.005417,40.371461,1,0,0,0,1,1
Police or paramilitary,Police or paramilitary,Unknown,Other,42.548779 -0.360445),-0.360445),Kismayo,Somalia,SO,2/16/2013,One local NGO staff member was shot and killed by local police forces at a police station in Kismayo. The individual was injured but later died of his injuries.,1701,42.548779,POINT(42.548779 -0.360445),-0.360445,Shooting,Shooting,Lower Juba,0,1,0,-0.360445,42.548779,1,0,0,1,1,0
Unknown,Unknown,Individual attack,Individual attack,29.048446 -0.841605),-0.841605),,DR Congo,CD,1/13/2013,One Red Cross worker was shot and killed by unknown armed men when trying to stop them from raping a woman.,1702,29.048446,POINT(29.048446 -0.841605),-0.841605,Shooting,Shooting,North Kivu,0,0,1,-0.841605,29.048446,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,68.01551 36.26468),36.26468),Aybak,Afghanistan,AF,1/1/2002,2 UN national staff beaten in ambush in Aibak.,166,68.01551,POINT(68.01551 36.26468),36.26468,Bodily assault,Bodily assault,Samangan,0,2,0,36.26468,68.01551,2,0,0,0,2,2
Unknown,Unknown,Unknown,Other,64.305595 34.107547),34.107547),Dahan-e-Khomsayed,Afghanistan,AF,4/28/2014,A health worker was shot dead by armed men at a clinic.,1703,64.305595,POINT(64.305595 34.107547),34.107547,Shooting,Shooting,Ghowr,0,0,1,34.107547,64.305595,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Unknown,Other,71.522377 35.212132),35.212132),,Afghanistan,AF,4/30/2014,A vaccinator was killed by an IED. Further details are unavailable.,1704,71.522377,POINT(71.522377 35.212132),35.212132,Roadside IED,Explosives,Konar,0,0,1,35.212132,71.522377,1,0,0,1,1,0
Non-state armed group: National,Non-state armed group,Unknown,Other,18.555595 4.361538),4.361538),Bangui,Central African Republic,CF,5/1/2014,"A UNHCR driver, on a personal visit to PK12 in BANGUI, was abducted by armed elements believed to belong to an Anti-Balaka faction. His body was later found in PK16.",1705,18.555595,POINT(18.555595 4.361538),4.361538,Kidnap-killing,Kidnapping,Bangui,0,1,0,4.361538,18.555595,1,0,0,1,1,0
Unknown,Unknown,Individual attack,Individual attack,44.066165 9.55012),9.55012),Hargeisa,Somalia,SO,7/4/2013,One INGO national staff member was attacked by a gang and suffered a knife wound to the hand.,1706,44.066165,POINT(44.066165 9.55012),9.55012,Bodily assault,Bodily assault,Woqooyi Galbeed,0,1,0,9.55012,44.066165,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,68.275563 25.416822),25.416822),"Sim Nullah, near Jamshoro",Pakistan,PK,4/21/2014,"The executive director of a local NGO was killed by unidentified armed men. Some reports state that he was killed or resisting robbery, while others state that it was a targeted killing.",1707,68.275563,POINT(68.275563 25.416822),25.416822,Shooting,Shooting,Sindh,0,1,0,25.416822,68.275563,1,0,0,1,1,0
Non-state armed group: Unknown,Non-state armed group,Individual attack,Individual attack,67.025564 30.191235),30.191235),Alamdar Road,Pakistan,PK,1/10/2013,One UN employee was killed when a suicide bomber detonated an IED in a public area of Quetta.,1708,67.025564,POINT(67.025564 30.191235),30.191235,Body-borne IED,Explosives,Balochistan,0,1,0,30.191235,67.025564,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,24.64345 14.205387),14.205387),Dibaben,Sudan,SD,2/8/2013,"One UN staff member, a security guard supervisor, was found stabbed to death. The perpetrators and the motive are unknown.",1709,24.64345,POINT(24.64345 14.205387),14.205387,Bodily assault,Bodily assault,North Darfur,0,1,0,14.205387,24.64345,1,0,0,1,1,0
Unknown,Unknown,Individual attack,Individual attack,30.674716 -0.606542),-0.606542),Mbarara,Uganda,UG,7/1/2013,"One UN staff member was stabbed during an apparent robbery by unknown assailants. He was immediately rushed to the hospital, but died upon arrival.",1710,30.674716,POINT(30.674716 -0.606542),-0.606542,Bodily assault,Bodily assault,Western,0,1,0,-0.606542,30.674716,1,0,0,1,1,0
Unknown,Unknown,Individual attack,Individual attack,36.399923 15.450513),15.450513),Kassala,Sudan,SD,12/23/2013,One UN staff member was stabbed and killed by an armed intruder during what seems to be an attempted robbery.,1711,36.399923,POINT(36.399923 15.450513),15.450513,Bodily assault,Bodily assault,Kassala,0,1,0,15.450513,36.399923,1,0,0,1,1,0
Non-state armed group: Unknown,Non-state armed group,Raid,Raid,45.305485 13.222951),13.222951),Ja'ar,Yemen,YE,3/11/2013,"One NGO worker was shot in the leg by militia members, who mistakenly identified him as an Al Qaeda affiliate.",1712,45.305485,POINT(45.305485 13.222951),13.222951,Shooting,Shooting,Abyan,0,1,0,13.222951,45.305485,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,25.91667 -2.91667),-2.91667),Kindu-Kalima Road,DR Congo,CD,1/25/2002,3 INGO national staff kidnapped when vehicle ambushed on Kindu-Kalima road on Jan 25- later released.,167,25.91667,POINT(25.91667 -2.91667),-2.91667,Kidnapping,Kidnapping,Maniema,0,0,3,-2.91667,25.91667,3,0,3,0,3,0
Non-state armed group: Unknown,Non-state armed group,Unknown,Other,43.557972 8.218894),8.218894),Ogaden,Ethiopia,ET,7/22/2013,One UN-contracted warehouse worker was shot and killed by armed men suspected to be part of an insurgent group.,1713,43.557972,POINT(43.557972 8.218894),8.218894,Shooting,Shooting,Jarar,0,1,0,8.218894,43.557972,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,29.700877 7.597302),7.597302),Meen Payam,South Sudan,SS,2/5/2013,"One UN-contracted truck driver was severely beaten and killed by unknown armed individuals. The driver's cash and IDs were stolen, but no food from the truck was taken. The driver's assistant managed to escape and reported the incident to the police.",1714,29.700877,POINT(29.700877 7.597302),7.597302,Bodily assault,Bodily assault,Lakes,0,1,0,7.597302,29.700877,1,1,0,1,0,0
Unknown,Unknown,Ambush,Ambush,31.131175 11.878453),11.878453),Tartanj (about 10km NE of Rashad),Sudan,SD,2/6/2013,One UN-contracted truck driver was shot and killed by four armed bandits. The driver's cash and mobile phone were taken.,1715,31.131175,POINT(31.131175 11.878453),11.878453,Shooting,Shooting,South Kordofan,0,1,0,11.878453,31.131175,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,30.045535 8.883662),8.883662),Mayendit-Madol Road,South Sudan,SS,6/12/2013,One UN-contracted assistant driver was shot in the chest and killed by a group of armed men demanding cash.,1716,30.045535,POINT(30.045535 8.883662),8.883662,Shooting,Shooting,Unity,0,1,0,8.883662,30.045535,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,36.306485 33.509147),33.509147),,Syrian Arab Republic,SY,1/1/2013,"Note: This incident was verified by the IFRC based on an official list of names provided by the Secretary General of the Syrian Arab Red Crescent of the Syrian staff and volunteers killed in 2013. Further details were not available.
",1717,36.306485,POINT(36.306485 33.509147),33.509147,Unknown,Other,,0,0,1,33.509147,36.306485,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,36.306485 33.509147),33.509147),,Syrian Arab Republic,SY,1/1/2013,"Note: This incident was verified by the IFRC based on an official list of names provided by the Secretary General of the Syrian Arab Red Crescent of the Syrian staff and volunteers killed in 2013. Further details were not available.
",1718,36.306485,POINT(36.306485 33.509147),33.509147,Unknown,Other,,0,0,1,33.509147,36.306485,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,36.306485 33.509147),33.509147),,Syrian Arab Republic,SY,1/1/2013,"Note: This incident was verified by the IFRC based on an official list of names provided by the Secretary General of the Syrian Arab Red Crescent of the Syrian staff and volunteers killed in 2013. Further details were not available.
",1719,36.306485,POINT(36.306485 33.509147),33.509147,Unknown,Other,,0,0,1,33.509147,36.306485,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,36.306485 33.509147),33.509147),,Syrian Arab Republic,SY,1/1/2013,"Note: This incident was verified by the IFRC based on an official list of names provided by the Secretary General of the Syrian Arab Red Crescent of the Syrian staff and volunteers killed in 2013. Further details were not available.
",1720,36.306485,POINT(36.306485 33.509147),33.509147,Unknown,Other,,0,0,1,33.509147,36.306485,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,36.306485 33.509147),33.509147),,Syrian Arab Republic,SY,1/1/2013,"Note: This incident was verified by the IFRC based on an official list of names provided by the Secretary General of the Syrian Arab Red Crescent of the Syrian staff and volunteers killed in 2013. Further details were not available.
",1721,36.306485,POINT(36.306485 33.509147),33.509147,Unknown,Other,,0,0,1,33.509147,36.306485,1,0,0,1,1,0
